epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
99,7750.74,0.70395,0.33127,0.00295,0.78341,0.77013,0.82028,0.68946,0.7487,1.08231,0.00477,0.0270894,0.0090298,0.0270894,0.0090298,0.0270894,0.0090298,0.0270894,0.0090298
100,7829.02,0.70143,0.35365,0.00286,0.73351,0.72549,0.79187,0.65636,0.81604,1.25835,0.00531,0.0270597,0.0090199,0.0270597,0.0090199,0.0270597,0.0090199,0.0270597,0.0090199
101,7905.88,0.70432,0.35937,0.00289,0.763,0.78799,0.83166,0.70095,0.76644,1.04005,0.00493,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901
102,7981.01,0.69009,0.32075,0.00283,0.86854,0.71525,0.83025,0.70531,0.73624,0.91796,0.00465,0.0270003,0.0090001,0.0270003,0.0090001,0.0270003,0.0090001,0.0270003,0.0090001
103,8058.61,0.69684,0.34515,0.00285,0.82085,0.76771,0.82915,0.70247,0.75697,0.88054,0.00489,0.0269706,0.0089902,0.0269706,0.0089902,0.0269706,0.0089902,0.0269706,0.0089902
104,8134.81,0.68644,0.31489,0.00284,0.75803,0.77682,0.82076,0.70049,0.7459,0.95889,0.00483,0.0269409,0.0089803,0.0269409,0.0089803,0.0269409,0.0089803,0.0269409,0.0089803
105,8210.98,0.6896,0.33616,0.00288,0.74174,0.82916,0.83629,0.71676,0.75067,0.91309,0.00486,0.0269112,0.0089704,0.0269112,0.0089704,0.0269112,0.0089704,0.0269112,0.0089704
106,8286.67,0.68636,0.31699,0.00283,0.7772,0.79756,0.83678,0.7163,0.74471,0.79984,0.00486,0.0268815,0.0089605,0.0268815,0.0089605,0.0268815,0.0089605,0.0268815,0.0089605
107,8364.24,0.67747,0.32109,0.00282,0.7736,0.84166,0.8611,0.72903,0.76053,0.76347,0.00492,0.0268518,0.0089506,0.0268518,0.0089506,0.0268518,0.0089506,0.0268518,0.0089506
108,8441.22,0.68452,0.33954,0.0028,0.85218,0.80492,0.85206,0.74286,0.70511,0.81051,0.00453,0.0268221,0.0089407,0.0268221,0.0089407,0.0268221,0.0089407,0.0268221,0.0089407
