epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
50,3083.01,0.55142,0.32011,0.0024,0.77871,0.83893,0.8668,0.80952,0.42856,0.99822,0.00274,0.0285447,0.0095149,0.0285447,0.0095149,0.0285447,0.0095149,0.0285447,0.0095149
51,3143.73,0.54438,0.2936,0.00231,0.83346,0.86818,0.9273,0.85775,0.47186,0.54707,0.00309,0.028515,0.009505,0.028515,0.009505,0.028515,0.009505,0.028515,0.009505
52,3204.14,0.55022,0.30651,0.00236,0.76718,0.8498,0.87444,0.80187,0.50312,0.68389,0.00329,0.0284853,0.0094951,0.0284853,0.0094951,0.0284853,0.0094951,0.0284853,0.0094951
53,3264.49,0.55415,0.32333,0.00237,0.87816,0.81665,0.93248,0.8567,0.42219,0.60489,0.00258,0.0284556,0.0094852,0.0284556,0.0094852,0.0284556,0.0094852,0.0284556,0.0094852
54,3324.79,0.53255,0.30956,0.0023,0.88659,0.86681,0.92351,0.8639,0.42579,0.55783,0.00272,0.0284259,0.0094753,0.0284259,0.0094753,0.0284259,0.0094753,0.0284259,0.0094753
55,3385.31,0.53221,0.29247,0.00229,0.8175,0.83085,0.91601,0.84868,0.44295,0.70917,0.00285,0.0283962,0.0094654,0.0283962,0.0094654,0.0283962,0.0094654,0.0283962,0.0094654
56,3445.77,0.5304,0.29289,0.00225,0.87444,0.87012,0.92582,0.85863,0.45686,0.46795,0.00289,0.0283665,0.0094555,0.0283665,0.0094555,0.0283665,0.0094555,0.0283665,0.0094555
57,3505.67,0.53607,0.28681,0.00229,0.7526,0.81395,0.80234,0.74493,0.43707,1.14228,0.00278,0.0283368,0.0094456,0.0283368,0.0094456,0.0283368,0.0094456,0.0283368,0.0094456
58,3566.15,0.53416,0.3029,0.00227,0.80031,0.86526,0.88477,0.82981,0.41843,0.69947,0.00261,0.0283071,0.0094357,0.0283071,0.0094357,0.0283071,0.0094357,0.0283071,0.0094357
59,3626.55,0.54154,0.28768,0.00232,0.8312,0.90483,0.93398,0.85161,0.50863,0.64215,0.00331,0.0282774,0.0094258,0.0282774,0.0094258,0.0282774,0.0094258,0.0282774,0.0094258
60,3687.26,0.52674,0.28461,0.00225,0.90449,0.8611,0.94161,0.89466,0.3789,0.44263,0.00231,0.0282477,0.0094159,0.0282477,0.0094159,0.0282477,0.0094159,0.0282477,0.0094159
61,3748.15,0.52649,0.28792,0.00224,0.86071,0.87516,0.92829,0.87516,0.4005,0.49604,0.00255,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406
62,3807.91,0.5041,0.28157,0.00215,0.86962,0.85501,0.94429,0.88743,0.40409,0.46772,0.00254,0.0281883,0.0093961,0.0281883,0.0093961,0.0281883,0.0093961,0.0281883,0.0093961
63,3868.39,0.51218,0.27563,0.00218,0.8928,0.88705,0.92005,0.84849,0.46708,0.50373,0.00307,0.0281586,0.0093862,0.0281586,0.0093862,0.0281586,0.0093862,0.0281586,0.0093862
